STATE,year,month,rain_mm,Temperature_Celsius,Humidity_%,Dewpoint,Pressure_hPa,Wind Speed_m/s,Soil Moisture
Andamanand Nicobar,1995,11,221.1472549,21.48666667,73.36666667,15.91666667,10.12033333,7.243333333,0.371133333
Andamanand Nicobar,1995,12,0,19.80645161,62.51612903,11.17419355,10.1656129,11.85483871,0.269580645
Andamanand Nicobar,1996,1,0,20.73225806,58.51612903,10.56129032,10.14141935,11.17096774,0.253354839
Andamanand Nicobar,1996,2,0,22.50344828,52.20689655,10.00689655,10.12962069,10.89655172,0.251172414
Andamanand Nicobar,1996,3,0,25.72580645,39.38709677,8.506451613,10.10767742,10.05806452,0.251
Andamanand Nicobar,1996,4,355.5695642,25.41,64.9,17.20666667,10.09793333,7.26,0.3639
Andamanand Nicobar,1996,5,0,26.5483871,59.70967742,16.81612903,10.09132258,9.187096774,0.330580645
Andamanand Nicobar,1996,6,2009.748207,23.07666667,79.9,19.08666667,10.0817,14.13,0.450433333
Andamanand Nicobar,1996,7,0,22.35806452,78.09677419,18.06451613,10.08509677,16.70967742,0.437580645
Andamanand Nicobar,1996,8,565.3251624,21.92580645,80,18.12903226,10.09687097,14.4516129,0.454645161
Andamanand Nicobar,1996,9,7.117028981,22,83.56666667,18.87333333,10.0933,10.11666667,0.4671
Andamanand Nicobar,1996,10,75.49962854,21.25806452,82.32258065,17.86451613,10.11193548,9.532258065,0.452419355
Andamanand Nicobar,1996,11,7.109406516,20.87666667,74,15.58333333,10.12993333,9.876666667,0.3496
Andamanand Nicobar,1996,12,0,18.71935484,76.96774194,13.96774194,10.14954839,11.28387097,0.40916129
Andamanand Nicobar,1997,1,0,19.39032258,70.64516129,13.02580645,10.15148387,9.225806452,0.320806452
Andamanand Nicobar,1997,2,0,22.12857143,52.32142857,10.51428571,10.13039286,8.003571429,0.257464286
Andamanand Nicobar,1997,3,0,24.31935484,49.58064516,11.14193548,10.13148387,8.696774194,0.280870968
Andamanand Nicobar,1997,4,37.06213628,24.36333333,62.9,15.88,10.1188,6.673333333,0.355466667
Andamanand Nicobar,1997,5,0,25.91612903,64.41935484,17.59032258,10.09877419,8.541935484,0.312258065
Andamanand Nicobar,1997,6,209.6304729,24.14333333,71.83333333,18.19,10.10093333,13.39333333,0.3721
Andamanand Nicobar,1997,7,0,22.55806452,79.38709677,18.60322581,10.09229032,18.27741935,0.44383871
Andamanand Nicobar,1997,8,1182.574922,22.18387097,79,18.15483871,10.11058065,17.55806452,0.439258065
Andamanand Nicobar,1997,9,7.584332183,22.62666667,78.46666667,18.37666667,10.12233333,9.243333333,0.4143
Andamanand Nicobar,1997,10,280.9073773,22.26129032,77.61290323,17.71612903,10.14883871,7.587096774,0.38616129
Andamanand Nicobar,1997,11,947.6423433,21.36666667,83.43333333,18.17666667,10.1425,9.046666667,0.4365
Andamanand Nicobar,1997,12,0,21.23548387,78.38709677,16.85483871,10.15135484,10.50322581,0.37283871
Andamanand Nicobar,1998,1,0,22.05806452,65.25806452,14.10967742,10.15019355,10.59354839,0.260677419
Andamanand Nicobar,1998,2,10.39187533,23.65,55.14285714,12.74642857,10.14689286,8.964285714,0.253714286
Andamanand Nicobar,1998,3,0,26.2516129,48.5483871,13.02903226,10.12609677,8.44516129,0.252064516
Andamanand Nicobar,1998,4,67.39805502,27.53333333,55.13333333,16.35666667,10.11206667,7.59,0.3024
Andamanand Nicobar,1998,5,0,26.7516129,64.22580645,18.56451613,10.08919355,9.506451613,0.365774194
Andamanand Nicobar,1998,6,367.9192787,24.72333333,71.73333333,18.76,10.0801,17.06,0.3472
Andamanand Nicobar,1998,7,0,22.61612903,81.58064516,19.12903226,10.08770968,15.11612903,0.460032258
Andamanand Nicobar,1998,8,552.4559723,22.50322581,83.67741935,19.44516129,10.09583871,10.81935484,0.475806452
Andamanand Nicobar,1998,9,195.6162424,22.14,83.1,18.94333333,10.0967,11.41666667,0.471733333
Andamanand Nicobar,1998,10,69.31874192,21.59032258,81.67741935,18.03548387,10.10996774,9.641935484,0.44283871
Andamanand Nicobar,1998,11,1546.208856,20.85666667,77.73333333,16.38,10.12233333,8.146666667,0.4002
Andamanand Nicobar,1998,12,0,19.90967742,72.19354839,13.90645161,10.1496129,10.44193548,0.306645161
Andamanand Nicobar,1999,1,0,20.01935484,59.83870968,10.48064516,10.13567742,8.861290323,0.25483871
Andamanand Nicobar,1999,2,22.63169798,22.33571429,53.67857143,10.46785714,10.14328571,10.87142857,0.269714286
Andamanand Nicobar,1999,3,0,25.45806452,43,10.29677419,10.09306452,8.487096774,0.251612903
Andamanand Nicobar,1999,4,174.8227838,26.01333333,55.13333333,14.66333333,10.08866667,9.706666667,0.2819
Andamanand Nicobar,1999,5,0,23.37419355,79.64516129,19.3483871,10.08651613,10.86451613,0.444870968
Andamanand Nicobar,1999,6,759.7005615,22.87,74.43333333,17.76,10.09483333,16.90333333,0.382166667
Andamanand Nicobar,1999,7,0,22.25806452,77.16129032,17.81290323,10.08741935,18.07741935,0.394516129
Andamanand Nicobar,1999,8,195.3616768,22.17096774,78.06451613,17.93225806,10.1006129,14.24193548,0.414
Andamanand Nicobar,1999,9,40.17951831,22.69,74.06666667,17.36666667,10.1005,11.04666667,0.373966667
Andamanand Nicobar,1999,10,222.7329351,21.77741935,83.67741935,18.6483871,10.10270968,7.267741935,0.472741935
Andamanand Nicobar,1999,11,36.08281929,20.44,72.23333333,14.60333333,10.1352,10.24333333,0.3641
Andamanand Nicobar,1999,12,0,19.53225806,70.70967742,13.44193548,10.1473871,10.23548387,0.300935484
Andamanand Nicobar,2000,1,0,20.63225806,61.90322581,11.64193548,10.13767742,10.13870968,0.268225806
Andamanand Nicobar,2000,2,13.36194782,22.35172414,65.79310345,14.58965517,10.11858621,8.524137931,0.298448276
Andamanand Nicobar,2000,3,0,24.50322581,49,11.42258065,10.10951613,8.287096774,0.279032258
Andamanand Nicobar,2000,4,137.3309778,25.8,62.9,16.99333333,10.08963333,7.646666667,0.338466667
Andamanand Nicobar,2000,5,0,24.6,71.32258065,18.50645161,10.09448387,10.55483871,0.381354839
Andamanand Nicobar,2000,6,786.7702463,22.29666667,80,18.45,10.0811,16.91333333,0.445066667
Andamanand Nicobar,2000,7,0,22.08709677,76.48387097,17.46451613,10.0833871,16.8,0.420903226
Andamanand Nicobar,2000,8,1259.065554,21.63548387,83.41935484,18.50967742,10.08867742,14.66451613,0.468322581
Andamanand Nicobar,2000,9,0,22.21666667,81.7,18.7,10.1014,9.21,0.4424
Andamanand Nicobar,2000,10,62.13571295,21.5483871,78.03225806,17.07741935,10.11112903,7.603225806,0.452612903
Andamanand Nicobar,2000,11,26.9341224,20.91666667,73.16666667,15.36,10.12716667,11.01333333,0.310066667
Andamanand Nicobar,2000,12,0,18.9516129,67.74193548,11.71612903,10.14258065,11,0.292193548
Andamanand Nicobar,2001,1,0,20.76451613,60.83870968,11.52580645,10.13251613,10.29677419,0.26116129
Andamanand Nicobar,2001,2,26.31269193,23.66785714,49.32142857,10.77857143,10.12021429,8.189285714,0.251357143
Andamanand Nicobar,2001,3,0,25.27096774,50.22580645,12.96774194,10.11158065,7.396774194,0.257225806
Andamanand Nicobar,2001,4,857.4132022,25.09666667,63.13333333,16.38666667,10.1051,7.316666667,0.3488
Andamanand Nicobar,2001,5,0,26.01935484,61.93548387,17.22580645,10.08706452,12.35483871,0.292096774
Andamanand Nicobar,2001,6,618.8120091,23.22,73.56666667,17.83333333,10.0814,18.12333333,0.350833333
Andamanand Nicobar,2001,7,0,22.44516129,77.32258065,18.02258065,10.09174194,16.97741935,0.407258065
Andamanand Nicobar,2001,8,549.0495365,22,79.80645161,18.19677419,10.09796774,16.37419355,0.441322581
Andamanand Nicobar,2001,9,2.932128966,22.54666667,79.03333333,18.38333333,10.0999,8.45,0.423633333
Andamanand Nicobar,2001,10,23.10887834,21.55806452,82.83870968,18.23870968,10.10832258,9.125806452,0.467387097
Andamanand Nicobar,2001,11,723.4373579,20.74,79.23333333,16.66333333,10.13206667,9.376666667,0.433733333
Andamanand Nicobar,2001,12,0,19.32580645,70.19354839,12.86129032,10.16383871,11.23870968,0.307258065
Andamanand Nicobar,2002,1,0,20.72903226,67.80645161,13.48064516,10.14129032,9.94516129,0.275774194
Andamanand Nicobar,2002,2,0,21.99285714,56.25,10.66785714,10.15192857,10.96071429,0.26975
Andamanand Nicobar,2002,3,0,25.40645161,45.38709677,10.57741935,10.11564516,9.703225806,0.253354839
Andamanand Nicobar,2002,4,68.37101141,27.09333333,50.6,14.50666667,10.0965,7.426666667,0.269333333
Andamanand Nicobar,2002,5,0,25.35806452,70.22580645,18.77741935,10.09012903,11.80322581,0.361741935
Andamanand Nicobar,2002,6,812.9696011,23.35,77.33333333,18.89,10.08453333,14.81666667,0.414833333
Andamanand Nicobar,2002,7,0,23.16129032,73.06451613,17.75483871,10.10132258,16.02903226,0.359387097
Andamanand Nicobar,2002,8,264.9162573,22.20322581,77.74193548,17.90322581,10.09829032,16.59354839,0.428
Andamanand Nicobar,2002,9,3.038768768,22.79666667,73.8,17.48,10.11366667,10.66,0.374733333
Andamanand Nicobar,2002,10,352.4329361,22.17741935,79.4516129,18.03548387,10.11458065,8.912903226,0.418741935
Andamanand Nicobar,2002,11,496.0563354,20.74666667,74.4,15.35333333,10.13306667,9.376666667,0.3938
Andamanand Nicobar,2002,12,0,20.09032258,58.29032258,10.11290323,10.15096774,10.40645161,0.277483871
Andamanand Nicobar,2003,1,0,21.09677419,59.93548387,11.5516129,10.15529032,10.17741935,0.25216129
Andamanand Nicobar,2003,2,0.115327761,23.86785714,55.85714286,13.05357143,10.13246429,9.239285714,0.251428571
Andamanand Nicobar,2003,3,0,25.12903226,52.5483871,12.88709677,10.12009677,9.067741935,0.298645161
Andamanand Nicobar,2003,4,115.197672,26.94666667,53.06666667,15.10666667,10.10276667,7.77,0.2694
Andamanand Nicobar,2003,5,0,27.77096774,53.03225806,15.86774194,10.08448387,11.67741935,0.260774194
Andamanand Nicobar,2003,6,799.6081662,24.39666667,72.93333333,18.65666667,10.0802,15.50333333,0.340733333
Andamanand Nicobar,2003,7,0,22.26451613,80.51612903,18.57096774,10.08996774,15.80322581,0.435483871
Andamanand Nicobar,2003,8,1066.987665,22.36774194,80.09677419,18.53870968,10.09793548,14.9483871,0.440322581
Andamanand Nicobar,2003,9,49.71872056,22.92333333,72.6,17.30333333,10.10646667,12.3,0.364
Andamanand Nicobar,2003,10,21.03599241,22.03548387,80.67741935,18.16774194,10.11383871,7.519354839,0.436193548
Andamanand Nicobar,2003,11,88.61180852,20.9,74.76666667,15.62666667,10.14433333,10.60666667,0.3525
Andamanand Nicobar,2003,12,0,20.43548387,63.77419355,12.17096774,10.15019355,9.938709677,0.277483871
Andamanand Nicobar,2004,1,0,21.12903226,60.74193548,11.69354839,10.13993548,9.080645161,0.258129032
Andamanand Nicobar,2004,2,26.9846631,22.73448276,48.44827586,9.051724138,10.137,9.868965517,0.260448276
Andamanand Nicobar,2004,3,0,26.00967742,42.06451613,9.135483871,10.11448387,9.783870968,0.259967742
Andamanand Nicobar,2004,4,18.54334554,25.96333333,64.13333333,17.79333333,10.10333333,6.163333333,0.352966667
Andamanand Nicobar,2004,5,0,23.41290323,79.80645161,19.29032258,10.08306452,12.05806452,0.446709677
Andamanand Nicobar,2004,6,1033.595699,22.58,78.13333333,18.31666667,10.09786667,17.35666667,0.437833333
Andamanand Nicobar,2004,7,0,22.13870968,80.06451613,18.31935484,10.08658065,14.20967742,0.459645161
Andamanand Nicobar,2004,8,444.6158205,21.88064516,77.38709677,17.51935484,10.10203226,16.97741935,0.432322581
Andamanand Nicobar,2004,9,22.37633155,22.01,81.46666667,18.43666667,10.1063,9.166666667,0.436666667
Andamanand Nicobar,2004,10,104.5572579,21.51612903,82.16129032,18.04193548,10.13193548,9.835483871,0.456645161
Andamanand Nicobar,2004,11,1068.656048,20.32,76.53333333,15.45,10.14676667,10.58666667,0.4126
Andamanand Nicobar,2004,12,0,20.0516129,64.70967742,11.94516129,10.14683871,10.22580645,0.266
Andamanand Nicobar,2005,1,10.60558367,21.40967742,61.51612903,12.48064516,10.14029032,9.161290323,0.267870968
Andamanand Nicobar,2005,2,2.196048498,23.32142857,46.89285714,8.664285714,10.14239286,10.25357143,0.27325
Andamanand Nicobar,2005,3,0,25.92580645,49.06451613,12.36129032,10.12248387,8.622580645,0.259225806
Andamanand Nicobar,2005,4,82.45188253,25.50666667,63.96666667,17.08333333,10.1144,7.306666667,0.334133333
Andamanand Nicobar,2005,5,0,26.21290323,65.03225806,18.06774194,10.08832258,7.861290323,0.34616129
Andamanand Nicobar,2005,6,353.3562092,23.41666667,78.6,19.23333333,10.07843333,15.74,0.438666667
Andamanand Nicobar,2005,7,0,22.50645161,79.38709677,18.54516129,10.09029032,16.80322581,0.441580645
Andamanand Nicobar,2005,8,600.9773381,22.22258065,77.96774194,17.98709677,10.10258065,14.78709677,0.445354839
Andamanand Nicobar,2005,9,19.66115689,22.31666667,79.63333333,18.39,10.09816667,12.48666667,0.4236
Andamanand Nicobar,2005,10,75.74250582,21.47741935,87.32258065,19.10645161,10.11332258,7.122580645,0.467451613
Andamanand Nicobar,2005,11,1324.27203,19.69666667,81.13333333,15.97666667,10.13546667,10.55666667,0.447433333
Andamanand Nicobar,2005,12,0,19.42580645,78,15.01612903,10.13387097,9.603225806,0.402483871
Andamanand Nicobar,2006,1,0,20.0516129,63.35483871,11.48709677,10.14767742,9.677419355,0.279419355
Andamanand Nicobar,2006,2,0,21.42857143,44,6.125,10.13928571,10.23571429,0.251285714
Andamanand Nicobar,2006,3,0,24.58064516,57.35483871,13.98709677,10.11590323,8.003225806,0.305580645
Andamanand Nicobar,2006,4,137.3847039,26.48,54.16666667,15.14,10.09643333,7.026666667,0.291
Andamanand Nicobar,2006,5,0,25.55806452,66.61290323,17.94193548,10.08845161,11.20322581,0.334290323
Andamanand Nicobar,2006,6,887.4362663,23.28333333,76.63333333,18.55666667,10.08856667,14.13333333,0.407066667
Andamanand Nicobar,2006,7,0,22.70645161,74.58064516,17.71935484,10.0946129,19.29573136,0.416870968
Andamanand Nicobar,2006,8,100.8225523,22.58064516,75.09677419,17.62903226,10.09932258,15.67741935,0.395354839
Andamanand Nicobar,2006,9,67.35142046,22.72666667,79,18.61666667,10.10246667,11.77,0.416866667
Andamanand Nicobar,2006,10,141.0208773,22.30967742,78.96774194,18.07419355,10.13322581,9.170967742,0.395774194
Andamanand Nicobar,2006,11,667.2488324,21.16666667,82.6,17.78666667,10.1359,9.293333333,0.442333333
Andamanand Nicobar,2006,12,0,19.85483871,69.58064516,13.03548387,10.15493548,11.28709677,0.291548387
Andamanand Nicobar,2007,1,0,20.84193548,58.16129032,10.41612903,10.15822581,10.71290323,0.251741935
Andamanand Nicobar,2007,2,3.16288209,22.67142857,51.64285714,10.19642857,10.13521429,9.817857143,0.2535
Andamanand Nicobar,2007,3,0,26.09677419,44.64516129,11.09677419,10.118,9.206451613,0.251096774
Andamanand Nicobar,2007,4,161.139708,26.24666667,58.26666667,15.78666667,10.1069,7.616666667,0.308166667
Andamanand Nicobar,2007,5,0,25.5,69.61290323,18.89354839,10.09283871,9.851612903,0.363774194
Andamanand Nicobar,2007,6,653.8326849,23.28333333,79.4,19.23,10.0713,14.62,0.438066667
Andamanand Nicobar,2007,7,0,22.38709677,81.16129032,18.86129032,10.08503226,16.14516129,0.458419355
Andamanand Nicobar,2007,8,1140.879725,21.85483871,82.67741935,18.58064516,10.09287097,14.81612903,0.461193548
Andamanand Nicobar,2007,9,40.43189133,22.12,82.86666667,18.88666667,10.09,13.58,0.4609
Andamanand Nicobar,2007,10,99.17039724,21.91290323,79.70967742,17.86774194,10.11064516,8.722580645,0.423903226
Andamanand Nicobar,2007,11,208.6477199,20.25333333,73.8,14.78666667,10.133,8.733333333,0.4
Andamanand Nicobar,2007,12,0,20.19032258,72.38709677,14.28387097,10.13822581,11.5,0.328580645
Andamanand Nicobar,2008,1,0,20.92903226,57.70967742,10.54193548,10.13445161,8.867741935,0.267225806
Andamanand Nicobar,2008,2,39.8595202,22.74137931,60.96551724,13.25172414,10.12931034,9.151724138,0.308068966
Andamanand Nicobar,2008,3,0,22.69032258,64.22580645,13.20645161,10.11148387,9.780645161,0.366290323
Andamanand Nicobar,2008,4,41.30690837,25.53333333,56.53333333,14.65666667,10.09586667,8.2,0.339133333
Andamanand Nicobar,2008,5,0,25.37419355,66.96774194,17.69032258,10.09216129,10.17096774,0.353870968
Andamanand Nicobar,2008,6,528.175354,22.69333333,79.2,18.65666667,10.08993333,15.82333333,0.452766667
Andamanand Nicobar,2008,7,0,22.61612903,78.77419355,18.45483871,10.08064516,14.59354839,0.432387097
Andamanand Nicobar,2008,8,613.5996803,21.8516129,82.29032258,18.50322581,10.08906452,12.73225806,0.465870968
Andamanand Nicobar,2008,9,1.138236374,22.02,79.26666667,17.95333333,10.10096667,11.37,0.439533333
Andamanand Nicobar,2008,10,0.461996168,21.72903226,81.22580645,18.02580645,10.11703226,7.619354839,0.456806452
Andamanand Nicobar,2008,11,0.133522213,20.79,75.33333333,15.71333333,10.12113333,10.77,0.378033333
Andamanand Nicobar,2008,12,0,19.77419355,72.35483871,13.82580645,10.1443871,9.796774194,0.354225806
Andamanand Nicobar,2009,1,0,20.21290323,60.74193548,10.77096774,10.15164516,10.67096774,0.25916129
Andamanand Nicobar,2009,2,0,23.43214286,46.03571429,9.378571429,10.12910714,9.953571429,0.251
Andamanand Nicobar,2009,3,0,25.30645161,45.32258065,10.59677419,10.1143871,8.332258065,0.272741935
Andamanand Nicobar,2009,4,15.87113754,26.97333333,51,14.07666667,10.09436667,8.416666667,0.2904
Andamanand Nicobar,2009,5,0,25.37741935,70.70967742,18.79354839,10.0813871,9.329032258,0.395193548
Andamanand Nicobar,2009,6,299.3375946,23.14666667,79.13333333,19.07666667,10.08903333,13.88,0.454166667
Andamanand Nicobar,2009,7,0,21.82903226,81.87096774,18.43548387,10.093,19.29573136,0.466580645
Andamanand Nicobar,2009,8,601.3964188,22.5,79.41935484,18.52258065,10.09829032,13.33870968,0.436
Andamanand Nicobar,2009,9,253.1439974,22.27333333,84.16666667,19.26,10.10116667,11.67333333,0.4691
Andamanand Nicobar,2009,10,114.3436368,22.17419355,73.41935484,16.68064516,10.1196129,10.11935484,0.417548387
Andamanand Nicobar,2009,11,1606.19541,21.19666667,83.16666667,17.92,10.12503333,10.08666667,0.436733333
Andamanand Nicobar,2009,12,0,20.26774194,77.83870968,15.86774194,10.14496774,10.47096774,0.395258065
Andamanand Nicobar,2010,1,0,20.9483871,66.58064516,13.42258065,10.15419355,9.658064516,0.308
Andamanand Nicobar,2010,2,0,23.71428571,51.92857143,11.54642857,10.13592857,8.910714286,0.252535714
Andamanand Nicobar,2010,3,0,26.60322581,42.03225806,10.63225806,10.12209677,9.187096774,0.251258065
Andamanand Nicobar,2010,4,218.4724476,27.58333333,55.83333333,16.46666667,10.10603333,6.873333333,0.3041
Andamanand Nicobar,2010,5,0,25.90322581,72.29032258,19.90967742,10.0806129,9.780645161,0.399322581
Andamanand Nicobar,2010,6,1029.316101,23.51333333,80.43333333,19.71333333,10.0878,14.76,0.4553
Andamanand Nicobar,2010,7,0,22.02903226,84.35483871,19.10645161,10.0876129,15.40645161,0.478483871
Andamanand Nicobar,2010,8,835.7923834,22.17741935,83.48387097,19.09677419,10.08683871,14.22258065,0.472580645
Andamanand Nicobar,2010,9,0,22.16333333,82.76666667,18.9,10.09733333,10.76666667,0.465966667
Andamanand Nicobar,2010,10,71.27670778,22.06129032,83.83870968,18.98387097,10.09883871,8.238709677,0.463
Andamanand Nicobar,2010,11,1316.586154,20.98666667,84.83333333,18.07333333,10.1169,8.636666667,0.465066667
Andamanand Nicobar,2010,12,0,19.5483871,76.16129032,14.63225806,10.11448387,8.993548387,0.377387097
Andamanand Nicobar,2011,1,0,20.53548387,58.87096774,10.48387097,10.12822581,9.925806452,0.271483871
Andamanand Nicobar,2011,2,0,21.77142857,52.71428571,9.267857143,10.12378571,9.507142857,0.267678571
Andamanand Nicobar,2011,3,0,25.10645161,40.87096774,8.419354839,10.11135484,9.4,0.259387097
Andamanand Nicobar,2011,4,182.4949986,25.59333333,60.66666667,16.07333333,10.10293333,6.853333333,0.324533333
Andamanand Nicobar,2011,5,0,25.01290323,71.48387097,18.89677419,10.09448387,8.112903226,0.389774194
Andamanand Nicobar,2011,6,790.2518566,22.86333333,78.46666667,18.68,10.0857,17.42666667,0.4326
Andamanand Nicobar,2011,7,0,22.08064516,82.38709677,18.74516129,10.0833871,16.19354839,0.466903226
Andamanand Nicobar,2011,8,522.1744786,21.76129032,84.38709677,18.8483871,10.0876129,14.46451613,0.47716129
Andamanand Nicobar,2011,9,123.0923023,21.96333333,80.6,18.23666667,10.1013,12.41333333,0.458966667
Andamanand Nicobar,2011,10,100.0555061,22.12580645,82.61290323,18.7483871,10.11387097,7.096774194,0.449516129
Andamanand Nicobar,2011,11,338.8351067,20.45333333,75.46666667,15.35333333,10.12863333,10.97,0.396966667
Andamanand Nicobar,2011,12,0,20.10322581,67.12903226,12.72580645,10.1306129,10.48387097,0.315903226
Andamanand Nicobar,2012,1,0,20.53870968,59.93548387,10.72258065,10.13664516,8.603225806,0.278129032
Andamanand Nicobar,2012,2,6.487105608,22.88965517,46.06896552,7.934482759,10.12158621,10.00689655,0.251
Andamanand Nicobar,2012,3,0,26.08709677,41,9.574193548,10.11032258,9.164516129,0.251354839
Andamanand Nicobar,2012,4,21.77384985,27.15666667,50.5,14.24,10.0968,7.243333333,0.281233333
Andamanand Nicobar,2012,5,0,25.53548387,67.06451613,18.19354839,10.0873871,10.51935484,0.355354839
